ev,phi0,phi1p,phi2p,phi3p,phi4p,phi5p,phi6p,phi7p,phi8p
290,31,31,31,31,31,31,31,31,31
290,32,32,32,32,32,32,32,32,32
290,33,33,33,33,33,33,33,33,33
291,0,0,0,0,0,0,0,0,0
291,1,1,1,1,1,1,1,1,1
291,2,2,2,2,2,2,2,2,2
291,3,3,3,3,3,3,3,3,3
291,4,4,4,4,4,4,4,4,4
291,5,5,5,5,5,5,5,5,5
291,6,6,6,6,6,6,6,6,6
291,7,7,7,7,7,7,7,7,7
291,8,8,8,8,8,8,8,8,8
291,9,9,9,9,9,9,9,9,9
291,10,10,10,10,10,10,10,10,10
291,11,11,11,11,11,11,11,11,11
291,12,12,12,12,12,12,12,12,12
291,13,13,13,13,13,13,13,13,13
291,14,14,14,14,14,14,14,14,14
291,15,15,15,15,15,15,15,15,15
291,16,16,16,16,16,16,16,16,16
291,17,17,17,17,17,17,17,17,17
291,18,18,18,18,18,18,18,18,18
291,19,19,19,19,19,19,19,19,19
291,20,20,20,20,20,20,20,20,20
291,21,21,21,21,21,21,21,21,21
291,22,22,22,22,22,22,22,22,22
291,23,23,23,23,23,23,23,23,23
291,24,24,24,24,24,24,24,24,24
291,25,25,25,25,25,25,25,25,25
291,26,26,26,26,26,26,26,26,26
291,27,27,27,27,27,27,27,27,27
291,28,28,28,28,28,28,28,28,28
291,29,29,29,29,29,29,29,29,29
291,30,30,30,30,30,30,30,30,30
291,31,31,31,31,31,31,31,31,31
291,32,32,32,32,32,32,32,32,32
291,33,33,33,33,33,33,33,33,33
291,34,34,34,34,34,34,34,34,34
291,35,35,35,35,35,35,35,35,35
291,36,36,36,36,36,36,36,36,36
291,37,37,37,37,37,37,37,37,37
291,38,38,38,38,38,38,38,38,38
291,39,39,39,39,39,39,39,39,39
291,40,40,40,40,40,40,40,40,40
291,41,41,41,41,41,41,41,41,41
291,42,42,42,42,42,42,42,42,42
292,0,0,0,0,0,0,0,0,0
292,1,21,1,1,1,1,1,1,1
292,2,2,2,2,2,2,2,2,2
292,3,3,3,3,3,3,3,3,3
292,4,4,4,4,4,4,4,4,4
292,5,5,5,5,5,5,5,5,5
292,6,6,6,6,6,6,6,6,6
292,7,9,9,9,9,9,9,9,9
292,8,8,8,8,8,8,8,8,8
292,9,7,7,7,7,7,7,7,7
292,10,10,10,10,10,10,10,10,10
292,11,11,11,11,11,11,11,11,11
292,12,12,12,12,12,12,12,12,12
292,13,13,13,13,13,13,13,13,13
292,14,14,14,14,14,14,14,14,14
292,15,15,15,15,15,15,15,15,15
292,16,16,16,16,16,16,16,16,16
292,17,17,17,17,17,17,17,17,17
292,18,18,18,18,18,18,18,18,18
292,19,19,28,19,19,19,19,19,19
292,20,20,20,20,20,20,20,20,20
292,21,1,21,21,21,21,21,21,21
292,22,22,22,22,22,22,22,22,22
292,23,23,23,23,23,23,23,23,23
292,24,24,24,24,24,24,24,24,24
292,25,25,25,25,25,25,25,25,25
292,26,26,26,26,26,26,26,26,26
292,27,27,27,27,27,27,27,27,27
292,28,28,19,28,28,28,28,28,28
292,29,29,29,29,29,29,29,29,29
292,30,30,30,30,30,30,30,30,30
292,31,31,31,31,31,31,31,31,31
292,32,32,32,32,32,32,32,32,32
292,33,33,33,33,33,33,33,33,33
292,34,34,34,34,34,34,34,34,34
292,35,35,35,35,35,35,35,35,35
292,36,36,36,36,36,36,36,36,36
293,0,23,23,23,23,23,23,23,23
293,1,1,1,1,1,1,1,1,1
293,2,2,2,2,2,2,2,2,2
293,3,3,3,3,3,3,3,3,3
293,4,4,4,4,4,4,4,4,4
293,5,5,5,5,5,5,5,5,5
293,6,6,6,6,6,6,6,6,6
293,7,7,7,7,7,7,7,7,7
293,8,8,8,8,8,8,8,8,8
293,9,9,9,9,9,9,9,9,9
293,10,10,10,10,10,10,10,10,10
293,11,11,11,11,11,11,11,11,11
293,12,12,12,12,12,12,12,12,12
293,13,13,13,13,13,13,13,13,13
293,14,14,14,14,14,14,14,14,14
293,15,15,15,15,15,15,15,15,15
293,16,16,16,16,16,16,16,16,16
293,17,17,17,17,17,17,17,17,17
293,18,18,18,18,18,18,18,18,18
293,19,19,19,19,19,19,19,19,19
293,20,20,20,20,20,20,20,20,20
293,21,21,21,21,21,21,21,21,21
293,22,22,22,22,22,22,22,22,22
293,23,0,0,0,0,0,0,0,0
293,24,24,24,24,24,24,24,24,24
293,25,25,25,25,25,25,25,25,25
293,26,26,26,26,26,26,26,26,26
293,27,27,27,27,27,27,27,27,27
293,28,28,28,28,28,28,28,28,28
293,29,29,29,29,29,29,29,29,29
293,30,30,30,30,30,30,30,30,30
293,31,31,31,31,31,31,31,31,31
293,32,32,32,32,32,32,32,32,32
293,33,33,33,33,33,33,33,33,33
293,34,34,34,34,34,34,34,34,34
293,35,35,35,35,35,35,35,35,35
293,36,36,36,36,36,36,36,36,36
293,37,37,37,37,37,37,37,37,37
293,38,38,38,38,38,38,38,38,38
293,39,39,39,39,39,39,39,39,39
293,40,40,40,40,40,40,40,40,40
294,0,0,0,0,0,0,0,0,0
294,1,1,1,1,1,1,1,1,1
294,2,2,2,2,2,2,2,2,2
294,3,3,3,3,3,3,3,3,3
294,4,4,4,4,4,4,4,4,4
294,5,5,5,5,5,5,5,5,5
294,6,6,6,6,6,6,6,6,6
294,7,7,7,7,7,7,7,7,7
294,8,8,8,8,8,8,8,8,8
294,9,9,9,9,9,9,9,9,9
294,10,10,10,10,10,10,10,10,10
294,11,11,11,11,11,11,11,11,11
294,12,12,12,12,12,12,12,12,12
294,13,13,13,13,13,13,13,13,13
294,14,14,14,14,14,14,14,14,14
294,15,15,15,15,15,15,15,15,15
294,16,16,16,16,16,16,16,16,16
294,17,17,17,17,17,17,17,17,17
294,18,18,18,18,18,18,18,18,18
294,19,19,19,19,19,19,19,19,19
294,20,20,20,20,20,20,20,20,20
294,21,21,21,21,21,21,21,21,21
294,22,22,22,22,22,22,22,22,22
294,23,23,23,23,23,23,23,23,23
294,24,24,24,24,24,24,24,24,24
294,25,25,25,25,25,25,25,25,25
294,26,26,26,26,26,26,26,26,26
294,27,27,27,27,27,27,27,27,27
294,28,28,28,28,28,28,28,28,28
294,29,29,29,29,29,29,29,29,29
294,30,30,30,30,30,30,30,30,30
294,31,31,31,31,31,31,31,31,31
295,0,38,38,38,38,38,38,38,38
295,1,1,1,1,1,1,1,1,1
295,2,2,2,2,2,2,2,2,2
295,3,7,3,3,3,3,3,3,3
295,4,4,4,4,4,4,4,4,4
295,5,5,6,6,6,6,6,6,6
295,6,6,5,5,5,5,5,5,5
295,7,3,7,7,7,7,7,7,7
295,8,8,8,8,8,8,8,8,8
295,9,9,9,9,9,9,9,9,9
295,10,10,10,10,10,10,10,10,10
295,11,0,0,0,0,0,0,0,0
295,12,12,12,36,12,12,12,12,12
295,13,13,13,13,13,13,13,13,13
295,14,14,14,14,14,14,14,14,14
295,15,15,15,15,15,15,15,15,15
295,16,16,16,16,16,16,16,16,16
295,17,17,17,17,17,17,17,17,17
295,18,18,18,18,18,18,18,18,18
295,19,27,27,27,27,27,27,27,27
295,20,20,20,20,20,20,20,20,20
295,21,21,21,21,21,21,21,21,21
295,22,22,22,22,22,22,22,22,22
295,23,23,23,23,23,23,23,23,23
295,24,24,24,24,24,24,24,24,24
295,25,25,25,25,25,25,25,25,25
295,26,26,26,26,26,26,26,26,26
295,27,19,19,19,19,19,19,19,19
295,28,28,28,28,28,28,28,28,28
295,29,29,29,29,29,29,29,29,29
295,30,30,30,30,30,30,30,30,30
295,31,31,31,31,31,31,31,31,31
295,32,32,32,32,32,32,32,32,32
295,33,33,33,33,33,33,33,33,33
295,34,34,34,34,34,34,34,34,34
295,35,35,35,35,35,35,35,35,35
295,36,36,36,12,36,36,36,36,36
295,37,37,37,37,37,37,37,37,37
295,38,11,11,11,11,11,11,11,11
296,0,0,0,0,0,0,0,0,0
296,1,1,1,1,1,1,1,1,1
296,2,2,2,2,2,2,2,2,2
296,3,3,3,3,3,3,3,3,3
296,4,4,4,4,4,4,4,4,4
296,5,5,5,5,5,5,5,5,5
296,6,6,6,6,6,6,6,15,6
296,7,7,7,7,7,7,7,7,7
296,8,8,8,8,8,8,8,8,8
296,9,9,9,9,9,9,9,9,9
296,10,10,10,10,10,10,10,10,10
296,11,11,11,11,11,11,11,11,11
296,12,12,12,12,12,12,12,12,12
296,13,17,17,17,17,17,17,17,17
296,14,14,14,14,14,14,14,14,14
296,15,19,19,19,19,19,19,19,19
296,16,16,16,16,16,16,16,16,16
296,17,13,13,13,13,13,13,13,13
296,18,18,18,18,18,18,18,18,18
296,19,15,15,15,15,15,15,6,15
296,20,20,20,20,20,20,20,20,20
296,21,21,21,21,21,21,21,21,21
296,22,22,22,22,22,22,22,22,22
296,23,23,23,23,23,23,23,23,23
296,24,24,24,24,24,24,24,24,24
296,25,25,25,25,25,25,25,25,25
296,26,26,26,26,26,26,26,26,26
296,27,35,27,27,27,27,27,27,27
296,28,33,33,33,33,33,33,33,33
296,29,29,29,29,29,29,29,29,29
296,30,30,30,30,30,30,30,30,30
296,31,31,31,31,31,31,31,31,31
296,32,32,32,32,32,32,32,32,32
296,33,28,28,28,28,28,28,28,28
296,34,34,34,34,34,34,34,34,34
296,35,27,35,35,35,35,35,35,35
296,36,36,36,36,36,36,36,36,36
296,37,37,37,37,37,37,37,37,37
297,0,0,0,0,0,0,0,0,0
297,1,1,1,1,1,1,1,1,1
297,2,2,2,2,2,2,2,2,2
297,3,3,3,3,36,3,3,3,3
297,4,4,4,4,4,4,4,4,4
297,5,30,30,30,30,30,30,30,30
297,6,6,6,6,6,6,6,6,6
297,7,7,7,7,7,7,7,7,7
297,8,8,8,8,8,8,8,8,8
297,9,36,36,36,3,36,36,36,36
297,10,10,10,10,10,10,10,10,10
297,11,11,11,11,11,11,11,11,11
297,12,12,12,12,12,12,12,12,12
297,13,13,13,13,13,13,13,13,13
297,14,14,14,14,14,14,14,14,14
297,15,15,15,15,15,15,15,15,15
297,16,16,16,16,16,16,16,16,16
297,17,17,17,17,17,17,17,17,17
297,18,18,18,18,18,18,18,18,18
297,19,19,19,19,19,19,19,19,19
297,20,20,20,20,20,20,20,20,20
297,21,21,21,21,21,21,21,21,21
297,22,22,22,22,22,22,22,22,22
297,23,23,23,23,23,23,23,23,23
297,24,24,24,24,24,24,24,24,24
297,25,25,37,37,37,37,37,37,37
297,26,26,26,26,26,26,26,26,26
297,27,27,27,27,27,27,27,27,27
297,28,28,28,28,28,28,28,28,28
297,29,29,29,29,29,29,29,29,29
297,30,5,5,5,5,5,5,5,5
297,31,31,31,31,31,31,31,31,31
297,32,32,32,32,32,32,32,32,32
297,33,33,33,33,33,33,33,33,33
297,34,34,34,34,34,34,34,34,34
297,35,35,35,35,35,35,35,35,35
297,36,9,9,9,9,9,9,9,9
297,37,37,25,25,25,25,25,25,25
297,38,38,38,38,38,38,38,38,38
297,39,39,39,39,39,39,39,39,39
297,40,40,40,40,40,40,40,40,40
297,41,41,41,41,41,41,41,41,41
297,42,42,42,42,42,42,42,42,42
298,0,16,16,16,16,16,16,16,16
298,1,1,1,1,1,1,1,1,1
298,2,7,7,7,7,7,7,7,7
298,3,3,3,3,3,3,3,3,3
298,4,4,4,4,4,4,4,4,4
298,5,2,2,2,2,2,2,2,2
298,6,6,6,6,6,6,6,6,6
298,7,5,5,5,5,5,5,5,5
298,8,8,8,8,8,8,8,8,8
298,9,9,9,9,9,9,9,9,9
298,10,10,10,10,10,10,10,10,10
298,11,11,11,11,11,11,11,11,11
298,12,12,12,12,12,12,12,12,12
298,13,13,13,13,13,13,13,13,13
298,14,14,14,14,14,14,14,14,14
298,15,15,15,15,15,15,15,15,15
298,16,0,0,0,0,0,0,0,0
298,17,17,17,17,17,17,17,17,17
298,18,18,18,18,18,18,18,18,18
298,19,19,19,19,19,19,19,19,19
298,20,20,20,20,20,20,20,20,20
298,21,21,21,21,21,21,21,21,21
298,22,22,22,22,22,22,22,22,22
298,23,23,23,23,23,23,23,23,23
298,24,24,24,24,24,24,24,24,24
298,25,25,25,25,25,25,25,25,25
298,26,26,26,26,26,26,26,26,26
298,27,27,27,27,27,27,27,27,27
298,28,28,28,28,28,28,28,28,28
298,29,29,29,29,29,29,29,29,29
298,30,30,30,30,30,30,30,30,30
298,31,31,31,31,31,31,31,31,31
299,0,0,0,0,0,0,0,0,0
299,1,1,1,1,1,1,1,1,1
299,2,2,2,2,2,2,2,2,2
299,3,3,3,3,3,3,3,3,3
299,4,4,4,4,4,4,4,4,4
299,5,5,21,5,5,5,5,5,5
299,6,6,6,6,6,6,6,6,6
299,7,7,7,7,7,7,7,7,7
299,8,8,8,8,8,8,8,8,8
299,9,9,9,9,9,9,9,9,9
299,10,10,10,10,10,10,10,10,10
299,11,11,11,11,11,11,11,11,11
299,12,12,12,12,12,12,12,12,12
299,13,13,13,13,13,13,13,13,13
299,14,14,14,14,14,14,14,14,14
299,15,15,15,15,15,15,15,15,15
299,16,16,27,16,16,16,16,16,16
299,17,17,17,17,17,17,17,17,17
299,18,18,18,18,18,18,18,18,18
299,19,19,19,19,19,19,19,19,19
299,20,20,20,20,20,20,20,20,20
299,21,36,36,36,36,36,36,36,36
299,22,22,22,22,22,22,22,22,22
299,23,23,23,23,23,23,23,23,23
299,24,24,24,24,24,24,24,24,24
299,25,25,25,25,25,25,25,25,25
299,26,26,26,26,26,26,26,26,26
299,27,27,16,27,27,27,27,27,27
299,28,28,28,28,28,28,28,28,28
299,29,29,29,29,29,29,29,29,29
299,30,30,30,30,30,30,30,30,30
299,31,31,31,31,31,31,31,31,31
299,32,32,32,32,32,32,32,32,32
299,33,33,33,33,33,33,33,33,33
299,34,34,34,34,34,34,34,34,34
299,35,35,35,35,35,35,35,35,35
299,36,21,5,21,21,21,21,21,21
299,37,37,37,37,37,37,37,37,37
299,38,38,38,38,38,38,38,38,38
299,39,39,39,39,39,39,39,39,39
299,40,40,40,40,40,40,40,40,40
299,41,41,41,41,41,41,41,41,41
